id,industry,location,funding_rounds,total_funding_inr,team_size,competitor_density,founder_experience_years,has_patent,success
12900,PropTech,Andhra Pradesh - Guntur,3,155851005.17275006,27,11,17,0,0
12901,Retail,Uttar Pradesh - Farrukhabad,2,108677840.52186756,39,8,23,1,1
12902,D2C Brands,Uttar Pradesh - Mahoba,5,196571366.72568995,36,9,14,0,1
12903,Travel & Tourism,Jharkhand - Lohardaga,4,268359565.6724747,16,18,9,0,1
12904,Gaming,Uttar Pradesh - Jalaun,2,11365013.857693192,41,13,21,1,0
12905,FinTech,Telangana - Jangaon,1,77628105.4054189,31,4,20,0,1
12906,E-commerce,Tamil Nadu - Tirunelveli,5,166009352.53280187,3,16,20,1,0
12907,PropTech,Bihar - Saharsa,4,198709507.78500602,17,3,15,1,1
12908,SaaS,Gujarat - Kheda (Nadiad),4,30297611.692529343,14,4,8,0,0
12909,Automotive,Madhya Pradesh - Dewas,5,290837620.5268132,2,4,1,0,0
12910,FinTech,Assam - Sivasagar,4,183110204.09595403,44,8,12,1,1
12911,Web3,Gujarat - Patan,1,77027384.63935098,29,11,0,0,1
12912,PropTech,Jharkhand - Latehar,2,73379605.07363477,2,3,21,0,1
12913,Healthcare,Odisha - Jagatsinghapur,5,295702432.7747861,41,19,23,1,1
12914,Logistics,Uttarakhand - Tehri Garhwal,2,21134167.715587817,35,6,7,0,0
12915,FinTech,Himachal Pradesh - Solan,2,19679659.780290946,14,3,5,1,1
12916,FinTech,Jharkhand - Bokaro,4,304702306.33717984,54,21,18,0,1
12917,CleanEnergy,Manipur - Senapati,5,119989220.56586775,3,4,18,0,0
12918,Fashion,Uttar Pradesh - Lalitpur,2,146859247.62353998,5,4,1,1,1
12919,Automotive,Chhattisgarh - Mungeli,3,34715247.84068474,26,2,17,0,0
12920,Retail,Jharkhand - Latehar,1,52830441.44162042,35,16,17,0,1
12921,PropTech,West Bengal - Jalpaiguri,4,185475133.7666102,14,5,22,0,1
12922,CleanEnergy,Haryana - Palwal,5,387316929.871938,37,15,14,0,0
12923,PropTech,Uttar Pradesh - Azamgarh,5,176504874.96610028,33,5,24,0,1
12924,Retail,Manipur - Noney,4,34521996.695791274,59,23,15,0,1
12925,Manufacturing,Odisha - Cuttack,2,81111796.10157385,22,12,12,0,1
12926,Travel & Tourism,Assam - Karimganj,4,267255644.82834908,27,19,22,1,1
12927,Logistics,Uttar Pradesh - Chandauli,5,44674522.33392364,16,15,23,0,0
12928,DeepTech,Madhya Pradesh - Jabalpur,3,23143841.999420725,30,6,4,0,0
12929,Retail,Madhya Pradesh - Shajapur,2,133262691.32756834,27,1,17,1,1
12930,DeepTech,Gujarat - Amreli,4,267192552.7331588,22,5,23,1,1
12931,Automotive,Bihar - Sheohar,5,99992105.22817212,13,21,4,0,0
12932,D2C Brands,Jammu and Kashmir - Reasi,5,271553572.10614586,13,21,15,0,1
12933,Healthcare,Tamil Nadu - Chennai,5,49101997.32618783,6,24,24,0,1
12934,SaaS,Assam - Sivasagar,3,187262364.44629994,43,19,5,0,0
12935,Fashion,Haryana - Mewat,2,55779501.63598898,27,11,6,0,0
12936,SaaS,Sikkim - West Sikkim,4,89153588.36505005,33,22,0,0,1
12937,Automotive,Chandigarh (UT) - Chandigarh,2,111646548.89344768,3,14,7,1,0
12938,Entertainment,Kerala - Idukki,5,366834478.4717014,9,14,6,0,1
12939,Automotive,Uttar Pradesh - Budaun,3,24338613.822255023,28,2,22,0,1
12940,DeepTech,Odisha - Balangir,3,47340747.06586139,38,22,6,1,0
12941,Food & Beverage,Rajasthan - Sikar,5,120898454.4794515,55,5,6,1,1
12942,DeepTech,Gujarat - Bhavnagar,2,149169562.78180268,9,9,0,0,1
12943,AgriTech,Manipur - Churachandpur,2,141573873.64310288,25,17,11,0,0
12944,Food & Beverage,Uttar Pradesh - Mirzapur,3,219113799.026541,14,19,24,1,1
12945,EdTech,Tamil Nadu - Madurai,1,33377924.131658033,30,15,22,0,1
12946,Web3,Tamil Nadu - Vellore,3,67116912.52900402,14,2,22,0,1
12947,DeepTech,Maharashtra - Chandrapur,3,58123736.4429213,59,9,10,1,1
12948,Entertainment,Telangana - Medak,4,284585928.7083318,24,11,15,0,1
12949,Retail,Odisha - Boudh,3,67025067.567111135,48,22,0,0,0
12950,Fashion,Haryana - Sirsa,1,44812928.510188825,16,6,5,0,0
12951,Travel & Tourism,Odisha - Balasore,3,89641338.69269171,25,15,23,1,1
12952,AI/ML,Haryana - Fatehabad,2,84840315.74647261,59,21,4,0,0
12953,Food & Beverage,Tripura - Khowai,4,123730105.5122608,44,20,11,0,0
12954,SaaS,Maharashtra - Ahmednagar,4,107884614.81990889,24,4,16,0,1
12955,AI/ML,Madhya Pradesh - Jhabua,3,111147675.28781448,11,15,12,0,1
12956,D2C Brands,Jharkhand - West Singhbhum,4,119877661.01580696,39,18,4,0,0
12957,Retail,Telangana - Medak,4,271907391.3728593,6,7,14,0,1
12958,Fashion,Tamil Nadu - Ariyalur,3,145647737.32835755,6,16,1,0,0
12959,CleanEnergy,Tamil Nadu - Kanyakumari,1,18212527.06545826,32,22,1,0,0
12960,SaaS,Kerala - Wayanad,3,68087782.42042923,41,3,19,1,1
12961,Manufacturing,Uttar Pradesh - Balrampur,2,18033024.64836237,2,12,15,0,1
12962,EdTech,Gujarat - Junagadh,5,137383237.55020627,3,7,11,1,1
12963,Fashion,Uttarakhand - Pauri Garhwal,1,55213861.84056039,50,9,3,0,0
12964,AgriTech,Bihar - Madhubani,3,56165633.22942681,30,10,22,0,0
12965,Food & Beverage,Haryana - Rewari,1,12440176.765658965,59,1,8,0,0
12966,AgriTech,Karnataka - Chikkamagaluru (Chikmagalur),5,145380769.77173093,8,12,11,1,1
12967,SaaS,Assam - Kamrup Metropolitan,4,203756670.0471464,30,24,1,0,0
12968,Automotive,Punjab - Fazilka,4,161834013.73221773,58,18,7,1,1
12969,CleanEnergy,Haryana - Panchkula,5,149571348.05181187,56,1,13,0,0
12970,Web3,Arunachal Pradesh - East Siang,4,284885527.38014215,10,18,23,1,1
12971,EdTech,Uttar Pradesh - Jalaun,1,40141827.31342023,37,23,10,0,0
12972,CleanEnergy,Jammu and Kashmir - Jammu,4,156514001.14931074,8,7,7,1,0
12973,DeepTech,Jammu and Kashmir - Doda,5,36871284.15453424,29,17,8,1,1
12974,SaaS,Uttar Pradesh - Hardoi,5,264753561.84222633,11,13,24,0,1
12975,E-commerce,Karnataka - Bengaluru (Bangalore) Rural,5,197254331.6879633,17,10,6,0,0
12976,SaaS,Bihar - Bhagalpur,2,31761570.82080853,11,14,20,0,0
12977,D2C Brands,Bihar - East Champaran (Motihari),1,23280438.650448866,40,1,22,0,1
12978,Entertainment,Tamil Nadu - Chennai,5,100886399.41912639,59,23,13,0,0
12979,Healthcare,Mizoram - Lunglei,1,14157366.569426175,27,6,6,0,1
12980,DeepTech,Assam - Tinsukia,2,75331205.04981807,35,4,9,0,0
12981,CleanEnergy,Madhya Pradesh - Seoni,1,32246529.11920471,35,19,6,1,1
12982,CleanEnergy,Arunachal Pradesh - Kurung Kumey,3,96027685.14206854,41,15,23,0,1
12983,Travel & Tourism,Uttar Pradesh - Lucknow,2,47729225.196744755,15,21,14,0,1
12984,Entertainment,Tamil Nadu - Tiruchirappalli,2,75463980.02805111,19,21,17,0,1
12985,PropTech,Telangana - Adilabad,4,184256901.25932324,2,19,12,1,1
12986,E-commerce,Mizoram - Mamit,5,254313164.3949368,18,22,3,1,0
12987,Automotive,Nagaland - Kohima,2,42973850.61614533,50,12,11,0,0
12988,Manufacturing,Andhra Pradesh - Srikakulam,1,59588254.66739044,23,14,24,0,1
12989,Automotive,Odisha - Malkangiri,3,21081541.026632763,38,3,19,1,1
12990,Manufacturing,Uttar Pradesh - Amroha (J.P. Nagar),1,61283017.49745187,17,4,17,0,1
12991,CleanEnergy,Madhya Pradesh - Neemuch,1,26222570.05990573,8,3,6,0,0
12992,E-commerce,Telangana - Wanaparthy,3,98250194.03068365,16,12,21,0,1
12993,Travel & Tourism,Maharashtra - Beed,4,194213399.08317757,52,22,3,1,0
12994,Food & Beverage,Gujarat - Porbandar,5,253919272.64152768,22,9,23,0,0
12995,Automotive,Rajasthan - Chittorgarh,2,73173198.62041314,3,19,21,0,0
12996,AI/ML,Chhattisgarh - Rajnandgaon,5,376712105.26873815,49,16,7,0,1
12997,Travel & Tourism,Tamil Nadu - Tiruchirappalli,4,277497627.0629554,26,1,19,1,1
12998,Travel & Tourism,Kerala - Alappuzha,3,65633225.72815177,10,14,17,1,0
12999,Manufacturing,Uttar Pradesh - Siddharth Nagar,5,245841322.7377407,21,13,5,0,0
13000,Fashion,Madhya Pradesh - Rewa,1,59073875.55549028,51,23,8,0,0
13001,EdTech,Jammu and Kashmir - Kargil,2,42541537.37149237,11,12,11,0,1
13002,Gaming,Rajasthan - Jhalawar,2,12767563.726706058,57,5,8,0,1
13003,CleanEnergy,West Bengal - Dakshin Dinajpur (South Dinajpur),4,312681362.13964564,53,20,14,0,0
13004,Healthcare,Rajasthan - Baran,4,307504524.544622,22,3,12,1,1
13005,Fashion,Maharashtra - Ahmednagar,3,87078230.66995469,5,23,24,0,1
13006,EdTech,Uttar Pradesh - Jaunpur,4,91734448.24861811,31,2,2,0,0
13007,PropTech,Telangana - Medchal,5,82980507.93661991,35,11,2,1,0
13008,Manufacturing,Uttar Pradesh - Faizabad,2,113071862.56210963,31,20,18,1,1
13009,Entertainment,Punjab - Pathankot,3,184940626.14628345,15,2,20,0,1
13010,Manufacturing,Bihar - Muzaffarpur,4,146120693.14996707,23,16,20,0,1
13011,Web3,Uttar Pradesh - Gautam Buddha Nagar,1,23210705.988647643,2,8,12,0,0
13012,AI/ML,Bihar - Begusarai,2,77308567.4122014,9,3,20,0,1
13013,Travel & Tourism,Mizoram - Kolasib,3,131180854.22374049,12,21,23,0,1
13014,Entertainment,Uttar Pradesh - Rampur,2,91510580.88890378,2,4,11,0,1
13015,Logistics,Madhya Pradesh - Neemuch,5,191262795.2653855,6,21,23,0,0
13016,Healthcare,Karnataka - Bagalkot,4,21120124.521322895,58,4,23,0,1
13017,PropTech,Karnataka - Chikkamagaluru (Chikmagalur),4,161533335.24863324,46,8,24,0,1
13018,AgriTech,Rajasthan - Baran,4,124181566.76385148,50,6,5,0,0
13019,Healthcare,Rajasthan - Banswara,1,46742149.81587324,11,14,17,1,1
13020,Travel & Tourism,Uttarakhand - Champawat,5,51016969.42930637,56,15,8,1,1
13021,Gaming,Meghalaya - East Garo Hills,1,70939194.5541335,40,17,21,0,1
13022,Manufacturing,Bihar - Begusarai,5,353290380.66557336,14,5,16,0,0
13023,SaaS,Bihar - Bhojpur,5,236543287.29816273,22,1,11,0,1
13024,AgriTech,Uttar Pradesh - Firozabad,5,301419876.64712894,37,12,20,0,1
13025,AgriTech,Punjab - Sahibzada Ajit Singh Nagar (Mohali),4,151371122.1843683,58,19,22,0,1
13026,AI/ML,Tamil Nadu - Virudhunagar,4,197089953.28765193,54,12,16,0,1
13027,D2C Brands,Delhi (NCT) - South West  Delhi,4,205302254.2613918,46,11,14,0,0
13028,D2C Brands,Assam - Goalpara,1,31541643.806849938,34,22,22,0,0
13029,Manufacturing,Bihar - West Champaran,3,231196238.99207973,58,9,20,0,1
13030,Food & Beverage,Chhattisgarh - Balrampur,5,250976386.0810748,44,19,20,0,0
13031,Gaming,Madhya Pradesh - Agar Malwa,1,79289863.71644074,29,4,1,0,0
13032,CleanEnergy,Chhattisgarh - Kanker (North Bastar),4,149711230.4414099,54,13,3,0,0
13033,Gaming,Punjab - Nawanshahr (Shahid Bhagat Singh Nagar),4,29696230.276253503,10,10,8,0,0
13034,Gaming,Assam - Dhemaji,3,83048321.18388322,46,1,11,0,0
13035,SaaS,Bihar - Sheikhpura,4,215236319.66171658,12,10,1,0,0
13036,PropTech,West Bengal - Cooch Behar,5,366378811.694724,41,18,24,0,1
13037,Web3,Lakshadweep (UT) - Chethlath,2,102274636.62982188,30,13,23,1,1
13038,Retail,Himachal Pradesh - Sirmaur (Sirmour),4,161529099.61833662,59,7,3,0,1
13039,Logistics,Odisha - Jharsuguda,3,33167183.77422063,8,8,11,0,1
13040,Travel & Tourism,Meghalaya - North Garo Hills,2,31713458.73656233,28,17,1,0,0
13041,SaaS,Maharashtra - Nashik,5,45051017.36950818,23,22,5,0,0
13042,Retail,Uttar Pradesh - Sitapur,5,291693398.29285157,58,1,6,1,1
13043,FinTech,Chhattisgarh - Bijapur,5,336659274.7261987,32,16,17,0,0
13044,Entertainment,Karnataka - Chitradurga,3,51998764.069123924,31,20,23,1,1
13045,AgriTech,Bihar - Siwan,2,58784851.77302596,29,4,24,0,1
13046,EdTech,Himachal Pradesh - Kullu,5,204665371.32923877,21,23,4,0,0
13047,FinTech,Arunachal Pradesh - West Siang,4,62835961.70653355,16,17,21,0,0
13048,DeepTech,Gujarat - Dahod,2,72428695.08161151,16,13,21,0,1
13049,Retail,Madhya Pradesh - Khargone,5,387562040.5570389,54,10,9,0,1
13050,Gaming,Maharashtra - Thane,2,117872226.67655145,13,9,17,0,0
13051,AI/ML,Odisha - Bhadrak,4,70079537.19491702,18,14,10,0,0
13052,Travel & Tourism,Uttar Pradesh - Sultanpur,1,12411092.568549957,24,17,16,0,0
13053,Logistics,Delhi (NCT) - Shahdara,5,191931582.41257343,7,3,10,0,0
13054,FinTech,Maharashtra - Satara,4,316385338.2411704,46,1,4,0,1
13055,E-commerce,Rajasthan - Sri Ganganagar,3,193488578.79757923,17,1,5,1,1
13056,Manufacturing,Delhi (NCT) - North East  Delhi,5,134921279.54804224,28,20,13,1,0
13057,Gaming,Jharkhand - Chatra,1,6971053.136262488,24,2,15,1,0
13058,AgriTech,Karnataka - Yadgir,4,143386676.18678272,2,16,13,1,0
13059,Manufacturing,Bihar - Kaimur (Bhabua),4,68161192.62108612,46,9,0,0,1
13060,Gaming,Tamil Nadu - Ramanathapuram,2,37042129.18657787,8,14,23,1,1
13061,E-commerce,Gujarat - Narmada (Rajpipla),5,85861809.94013941,46,1,4,0,0
13062,CleanEnergy,Telangana - Jayashankar Bhoopalpally,1,58970574.464407794,40,3,4,0,1
13063,Entertainment,Rajasthan - Jodhpur,3,23064317.7471037,41,18,7,0,0
13064,Healthcare,Sikkim - West Sikkim,2,94709930.05181563,51,1,13,0,0
13065,PropTech,Chhattisgarh - Bastar,5,307195331.42261857,50,11,7,0,1
13066,Retail,Himachal Pradesh - Mandi,1,16730684.571274383,49,5,8,0,0
13067,DeepTech,Mizoram - Serchhip,2,143939651.74926284,50,11,19,0,1
13068,Entertainment,Madhya Pradesh - Barwani,1,10860082.243021538,41,6,2,0,0
13069,EdTech,West Bengal - Malda,1,56202950.51395781,40,24,9,0,0
13070,EdTech,Bihar - Khagaria,2,35794669.14546342,58,7,15,0,1
13071,DeepTech,Maharashtra - Dhule,2,130904768.43994275,19,13,10,0,0
13072,Healthcare,Assam - Karbi Anglong,5,239274176.02982584,37,23,1,0,0
13073,SaaS,Punjab - Mansa,2,98380876.28639734,57,16,0,0,0
13074,Retail,Jharkhand - Palamu,5,154758444.07959354,23,3,9,0,0
13075,PropTech,Telangana - Mahabubabad,1,26244704.947051786,3,15,20,0,1
13076,SaaS,Jammu and Kashmir - Budgam,2,79498160.43481019,49,8,5,0,1
13077,Entertainment,Uttar Pradesh - Firozabad,5,309142664.61858,27,22,7,0,1
13078,Travel & Tourism,Bihar - Sheohar,5,88082427.83658195,51,24,5,0,1
13079,EdTech,Chhattisgarh - Raipur,3,198660630.60988802,33,20,1,0,0
13080,Fashion,Jammu and Kashmir - Baramulla,5,204939212.02067706,24,16,7,0,0
13081,D2C Brands,Odisha - Sambalpur,5,194580237.48384213,58,17,20,0,0
13082,Fashion,Odisha - Dhenkanal,3,18734620.878692765,41,13,2,0,0
13083,Gaming,Arunachal Pradesh - West Siang,4,57258576.64123837,47,3,21,0,1
13084,Automotive,Uttar Pradesh - Saharanpur,2,74795900.28980146,19,3,11,0,1
13085,Retail,Tamil Nadu - Ramanathapuram,3,235792150.03924093,20,13,5,0,1
13086,Retail,Uttar Pradesh - Allahabad,5,118806138.16711155,25,17,18,1,1
13087,PropTech,Madhya Pradesh - Damoh,5,28845796.782634705,5,14,6,0,0
13088,DeepTech,Uttar Pradesh - Sambhal (Bhim Nagar),2,75376751.7379135,55,5,22,1,1
13089,Retail,Puducherry (UT) - Karaikal,1,6196549.105317532,47,12,22,0,0
13090,DeepTech,Madhya Pradesh - Jabalpur,3,90649841.60436305,3,16,23,1,1
13091,SaaS,Gujarat - Surendranagar,4,126216707.08729811,31,6,22,0,1
13092,E-commerce,Meghalaya - East Jaintia Hills,2,10352967.379724868,50,9,12,0,0
13093,Automotive,Puducherry (UT) - Pondicherry,2,126935193.55391748,39,16,3,0,1
13094,Entertainment,Assam - Hojai,3,220391602.4743374,32,24,20,0,0
13095,Retail,Arunachal Pradesh - Lohit,5,399535170.252239,41,4,13,0,1
13096,EdTech,Bihar - Kishanganj,5,215793098.46810263,17,6,3,0,0
13097,AI/ML,Punjab - Rupnagar,4,111985734.28794684,54,19,17,0,1
13098,Manufacturing,Tamil Nadu - Cuddalore,3,176431815.66626543,34,1,6,0,1
13099,Healthcare,Madhya Pradesh - Damoh,2,120469427.36460699,59,8,12,0,1
13100,Entertainment,Tripura - Sepahijala,3,100317373.15070528,51,6,2,1,0
13101,CleanEnergy,Mizoram - Lawngtlai,1,47418896.467095144,4,3,16,1,1
13102,Healthcare,Telangana - Mancherial,2,133265581.29528666,19,21,0,1,1
13103,SaaS,Uttar Pradesh - Pratapgarh,4,76752338.31391694,58,14,24,0,1
13104,CleanEnergy,Jharkhand - Hazaribag,4,26141871.781908125,11,23,10,0,0
13105,E-commerce,Dadra and Nagar Haveli (UT) - Dadra & Nagar Haveli,2,90954476.5209173,3,2,18,0,0
13106,Automotive,Uttar Pradesh - Saharanpur,5,274147086.65586495,52,16,6,0,0
13107,FinTech,Madhya Pradesh - Ujjain,2,96245949.86221758,31,22,24,0,1
13108,SaaS,Telangana - Adilabad,2,99436644.56242675,31,13,13,0,0
13109,Food & Beverage,Meghalaya - South Garo Hills,1,34481964.93096365,26,16,6,0,0
13110,PropTech,Manipur - Senapati,2,107724209.12957239,44,11,23,0,0
13111,Automotive,Uttar Pradesh - Gautam Buddha Nagar,3,24632511.852647144,52,11,21,0,1
13112,Automotive,Rajasthan - Bhilwara,3,49016544.501128614,57,16,10,0,1
13113,Manufacturing,Maharashtra - Mumbai Suburban,4,153442506.5116327,25,10,18,0,1
13114,Manufacturing,Maharashtra - Nandurbar,5,378620535.42738974,36,17,15,0,1
13115,AI/ML,Nagaland - Zunheboto,4,213347585.6758612,11,12,16,0,0
13116,Manufacturing,Tamil Nadu - Theni,1,31645888.084364235,49,5,13,0,0
13117,Travel & Tourism,Kerala - Pathanamthitta,2,78693883.1705631,31,12,23,0,1
13118,Fashion,Bihar - Sheikhpura,4,273690327.41772413,27,3,21,1,1
13119,DeepTech,Kerala - Wayanad,2,91370450.65243463,36,19,14,0,1
13120,Entertainment,Tamil Nadu - Nilgiris,4,34360056.882125825,25,10,17,0,1
13121,Travel & Tourism,Assam - Darrang,2,72529866.67699766,52,16,11,0,1
13122,PropTech,Odisha - Khordha,4,136408946.59251243,21,19,12,0,0
13123,Gaming,Nagaland - Kiphire,3,217475201.22438627,54,11,23,0,0
13124,CleanEnergy,Madhya Pradesh - Chhatarpur,1,27905891.34616165,40,16,3,1,1
13125,DeepTech,Tamil Nadu - Tiruvallur,4,39407961.139532,50,10,9,0,1
13126,Logistics,Arunachal Pradesh - Tirap,3,94834784.10183781,41,15,8,0,0
13127,Web3,Manipur - Kangpokpi,5,41461602.17411905,36,3,11,0,0
13128,Manufacturing,Uttarakhand - Uttarkashi,4,269687398.30122447,40,24,24,0,0
13129,DeepTech,Chhattisgarh - Dantewada (South Bastar),2,98531034.61255561,11,10,24,0,1
13130,FinTech,Rajasthan - Banswara,1,40203215.493274696,28,12,3,0,1
13131,Food & Beverage,Assam - Lakhimpur,3,95965133.94065744,52,9,5,0,0
13132,Travel & Tourism,Tamil Nadu - Namakkal,3,108972769.72406998,58,19,13,0,1
13133,Travel & Tourism,Madhya Pradesh - Ratlam,1,64088076.800813995,16,1,3,0,0
13134,Travel & Tourism,Madhya Pradesh - Damoh,4,74004424.99412297,59,13,9,1,0
13135,Healthcare,Tamil Nadu - Cuddalore,2,20715814.40674351,16,7,4,1,1
13136,Travel & Tourism,Karnataka - Chikballapur,5,235646867.65907484,38,22,6,0,1
13137,Fashion,Haryana - Mewat,4,277671864.24933636,36,20,6,0,1
13138,DeepTech,Manipur - Noney,1,47167759.43423777,4,21,9,1,1
13139,SaaS,Uttar Pradesh - Ballia,4,258846509.92040575,30,7,21,0,0
13140,Gaming,Bihar - Gopalganj,4,287827726.90944934,5,6,19,0,1
13141,Retail,Uttar Pradesh - Ghaziabad,1,10766588.782766689,48,12,12,1,1
13142,DeepTech,Bihar - Katihar,1,49188512.35890387,17,4,14,0,1
13143,Automotive,Delhi (NCT) - Central Delhi,5,337283916.30857146,6,20,20,1,1
13144,DeepTech,Sikkim - East Sikkim,1,53265485.9085053,22,10,4,0,1
13145,Web3,Uttar Pradesh - Rampur,1,49365398.539410315,41,19,24,1,1
13146,E-commerce,West Bengal - Purba Medinipur (East Medinipur),1,64105675.94631267,43,2,15,0,1
13147,E-commerce,Kerala - Wayanad,3,174134402.23881438,55,4,5,0,1
13148,SaaS,Lakshadweep (UT) - Chethlath,1,42621710.72987981,22,15,3,0,0
13149,FinTech,Maharashtra - Nandurbar,1,8302504.290315248,3,6,5,0,1
13150,Manufacturing,Tamil Nadu - Erode,1,51000282.295795046,15,1,22,0,1
13151,Travel & Tourism,Rajasthan - Ajmer,5,104940708.7493105,6,18,22,0,0
13152,Retail,Maharashtra - Nandurbar,4,96225912.11840147,8,8,15,0,1
13153,Entertainment,Kerala - Alappuzha,1,55965796.28679738,12,13,18,0,1
13154,Automotive,Gujarat - Surendranagar,1,38982124.89599443,36,19,5,0,0
13155,Manufacturing,Uttar Pradesh - Kaushambi,5,293792474.29859394,31,16,10,0,1
13156,SaaS,Meghalaya - West Jaintia Hills,4,137767639.28338212,45,1,13,0,0
13157,CleanEnergy,Rajasthan - Jhalawar,5,351261876.39596075,47,2,22,0,1
13158,Travel & Tourism,Uttar Pradesh - Mau,2,74060246.38055313,56,19,14,0,1
13159,Fashion,Lakshadweep (UT) - Kavaratti,2,84073510.64505228,2,14,0,0,0
13160,AI/ML,Bihar - Jamui,2,28940519.22462704,55,15,3,0,1
13161,D2C Brands,Arunachal Pradesh - Tawang,1,42767379.4417118,17,2,6,0,0
13162,Gaming,Assam - Karimganj,5,114925106.11582355,48,13,9,1,1
13163,SaaS,Nagaland - Tuensang,1,62223561.71093175,2,20,0,0,0
13164,FinTech,Assam - Tinsukia,2,117106686.29797974,56,20,13,0,1
13165,PropTech,Maharashtra - Beed,4,24752948.331726238,23,11,23,0,0
13166,CleanEnergy,Punjab - Sahibzada Ajit Singh Nagar (Mohali),4,168143637.34069932,14,10,5,0,1
13167,AgriTech,Tamil Nadu - Tiruvannamalai,5,42022750.52357754,59,2,13,0,1
13168,Automotive,Bihar - Saharsa,4,190784349.0128995,28,17,21,0,1
13169,Retail,Rajasthan - Sawai Madhopur,2,145245839.0320127,16,3,18,1,1
13170,SaaS,Jharkhand - Seraikela-Kharsawan,5,350188327.900161,18,4,5,0,0
13171,Manufacturing,Telangana - Komaram Bheem Asifabad,5,116430658.84148462,10,22,19,1,1
13172,AI/ML,Jharkhand - Gumla,2,31017072.282844156,6,5,24,0,1
13173,Web3,Chhattisgarh - Narayanpur,2,128659671.33721967,24,2,19,1,1
13174,CleanEnergy,Punjab - Nawanshahr (Shahid Bhagat Singh Nagar),2,91927412.82271296,45,4,5,1,1
13175,Fashion,Assam - Goalpara,2,73574381.08891329,50,12,10,0,1
13176,Web3,Karnataka - Bidar,5,328936626.03770334,44,6,21,0,0
13177,Healthcare,Uttar Pradesh - Barabanki,4,95753452.08526689,12,20,10,0,1
13178,Web3,Sikkim - West Sikkim,2,43691251.32533069,25,15,16,0,1
13179,Healthcare,Bihar - Purnia (Purnea),3,152684675.41834053,9,7,19,0,1
13180,Logistics,Lakshadweep (UT) - Minicoy,5,127219448.0622128,48,6,8,0,1
13181,Healthcare,Tripura - Unakoti,1,37009264.86358969,58,22,13,0,0
13182,DeepTech,Bihar - Banka,4,156444366.71985573,35,14,5,0,1
13183,Manufacturing,Telangana - Nirmal,5,101883917.08396874,55,18,3,0,0
13184,CleanEnergy,Nagaland - Zunheboto,2,19252710.636002168,43,7,6,0,0
13185,Retail,Madhya Pradesh - Vidisha,3,187502553.18728253,54,6,9,1,1
13186,Gaming,Uttarakhand - Nainital,1,63769054.59849152,32,24,6,1,0
13187,EdTech,Uttarakhand - Almora,4,199510873.10984278,23,6,4,0,0
13188,Logistics,Manipur - Kakching,2,32291433.71166155,15,6,3,0,0
13189,Retail,Bihar - Nalanda,5,203579961.47143647,6,20,14,0,0
13190,DeepTech,Rajasthan - Baran,5,91712261.70718938,18,22,3,0,1
13191,Manufacturing,Rajasthan - Kota,4,284382037.1200506,19,10,14,0,1
13192,Fashion,Chhattisgarh - Bastar,3,171889939.96766698,20,4,6,0,1
13193,DeepTech,Uttar Pradesh - Kaushambi,2,14706486.224323243,8,10,5,0,1
13194,Healthcare,Bihar - Munger (Monghyr),4,20499772.767551955,27,22,3,0,0
13195,D2C Brands,Tripura - Gomati,4,315128275.4701672,26,1,18,1,1
13196,Fashion,Karnataka - Chitradurga,5,39942587.558177926,19,23,1,1,0
13197,CleanEnergy,Jharkhand - Godda,4,279757919.07518125,45,14,14,1,1
13198,Automotive,Madhya Pradesh - Shivpuri,1,76686172.07162213,16,18,19,0,1
13199,D2C Brands,Maharashtra - Gondia,1,28107778.04513949,30,22,22,0,1
13200,AI/ML,Himachal Pradesh - Chamba,2,91020484.04414403,47,9,1,0,0
13201,PropTech,Madhya Pradesh - Mandsaur,4,214222449.90426162,43,10,12,0,1
13202,DeepTech,Odisha - Boudh,5,220160057.2748163,50,19,24,0,1
13203,Gaming,Assam - West Karbi Anglong,2,42025624.6282629,2,4,13,1,1
13204,D2C Brands,Tamil Nadu - Perambalur,3,145777772.45436433,5,21,8,0,1
13205,PropTech,Assam - Dhemaji,5,122001566.24548706,10,24,15,0,0
13206,PropTech,Jammu and Kashmir - Leh,3,52130023.059011385,37,13,21,1,1
13207,E-commerce,Nagaland - Mon,2,85828609.03164332,52,10,8,1,1
13208,Travel & Tourism,Jammu and Kashmir - Reasi,1,32899911.92583065,59,13,16,0,0
13209,Web3,Haryana - Panipat,5,35278650.514650725,33,22,21,0,1
13210,E-commerce,Punjab - Moga,5,381129164.80349535,25,12,2,0,1
13211,DeepTech,Arunachal Pradesh - Changlang,2,15933492.457826084,58,24,21,0,1
13212,CleanEnergy,Karnataka - Ballari (Bellary),5,363608434.17024827,38,3,4,0,1
13213,Fashion,Chhattisgarh - Bilaspur,5,96151117.01982297,19,19,11,0,0
13214,Logistics,Odisha - Gajapati,2,31279348.43571721,16,9,4,0,0
13215,Entertainment,Karnataka - Gadag,4,40749186.094228834,21,13,13,0,1
13216,PropTech,Delhi (NCT) - South West  Delhi,2,73855709.82483256,59,22,16,0,0
13217,Travel & Tourism,Madhya Pradesh - Seoni,5,245073428.33961445,41,8,4,0,1
13218,DeepTech,Andhra Pradesh - Kurnool,2,145560187.59815708,3,4,12,0,0
13219,Automotive,Madhya Pradesh - Jhabua,5,318905699.4126298,26,21,21,0,1
13220,FinTech,Punjab - Kapurthala,3,50915317.48853644,14,9,14,0,1
13221,SaaS,Chhattisgarh - Baloda Bazar,3,52738320.961270094,28,7,16,1,1
